series,min,max,mean,std,median
raw_spacings,0.005703704548068345,6.887314497036861,0.6002561425434458,0.25391916002984877,0.5758952309843153
unfolded_spacings,0.010602839685582295,3.497422984699625,1.0955338656157687,0.44516289465690867,1.0595052303708419
